"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.query1","Answer.query2","Answer.query3","Answer.query4","Approve","Reject"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","308Q0PEVB9QWYVLJUDALTMKU4YA9IB","A2LFM01A16YPKG","Submitted","Sat Jun 24 12:14:33 PDT 2017","Sat Jun 24 12:15:27 PDT 2017","Tue Jun 27 12:15:27 PDT 2017","","","","54","100% (4/4)","0% (0/0)","0% (0/0)","What are high ranking horror movies from 2016?","Can I see shows starring Jeffrey Dean Morgan?","What are popular comedies right now?","Show me suggestions to watch right now."
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","317HQ483I85HNXPDVNTQBNFE9JTIND","A3421QFB8CTXOE","Approved","Thu Jun 22 17:28:30 PDT 2017","Thu Jun 22 17:30:38 PDT 2017","Sun Jun 25 17:30:38 PDT 2017","2017-06-26 00:31:01 UTC","","","128","100% (2/2)","100% (1/1)","100% (1/1)","What's a good science fiction movie from the last year?","Show me movies with Robin Williams.","What are some good movies from the 80s?","What new science fiction TV series have been added lately?"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","31EUONYN2WG4RO9PV9SM515D7W7OVA","A3HJC6BU35CPE0","Approved","Thu Jun 22 22:11:37 PDT 2017","Thu Jun 22 22:18:49 PDT 2017","Sun Jun 25 22:18:49 PDT 2017","2017-06-26 05:19:00 UTC","","","432","100% (7/7)","100% (1/1)","100% (1/1)","I want to look up all the talk shows which had Carrie Fisher as a guest back in the 90's. I want to watch them all.","Can you look up the most critically acclaimed movie so far for 2017?","Can you come up with a list of the top ten horror films of all time?","I want to watch Alfred Hitchcock films, can you suggest the best one?"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","31HQ4X3T3TNGTBPOOM7P2XHCDQUSLK","A3CMYJ13ESXYKN","Submitted","Sat Jun 24 13:21:03 PDT 2017","Sat Jun 24 13:23:10 PDT 2017","Tue Jun 27 13:23:10 PDT 2017","","","","127","0% (0/0)","0% (0/0)","0% (0/0)","Show me movies directed by Edgar Wright.","I want to watch documentaries about labor organizing.","Do you have anything similar to Game of Thrones?","What Oscar-winning dramas do you have?"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","31QNSG6A5S6ZV6LD6U0A21ZA6BK87R","AQH6FQJVOPNBY","Submitted","Fri Jun 23 12:08:24 PDT 2017","Fri Jun 23 12:10:42 PDT 2017","Mon Jun 26 12:10:42 PDT 2017","","","","138","100% (1/1)","100% (1/1)","100% (1/1)","What's the selection of Adam Sandler movies like?","Show me the top rated action films.","I'm in the mood for a Nicholas Cage movie, which one's have you got?","Play Titanic"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","31UV0MXWNRPDX8J7RNX4H6FSI1H5I4","A3IVXZJS7DQIQQ","Approved","Fri Jun 23 08:01:36 PDT 2017","Fri Jun 23 08:07:11 PDT 2017","Mon Jun 26 08:07:11 PDT 2017","2017-06-26 15:08:00 UTC","","","335","100% (4/4)","100% (1/1)","100% (1/1)","Can you browse favorite comedy series in tv channels?","Is there any new health and business live channels available online?","What are the kid's show starts today and remember me on 10 minutes before?","Can you suggest last week hit and ranking channels and favorite series?"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","31UV0MXWNRPDX8J7RNX4H6FSI2M5IB","A6FFYGIDYQ3MO","Submitted","Sat Jun 24 08:02:31 PDT 2017","Sat Jun 24 08:04:29 PDT 2017","Tue Jun 27 08:04:29 PDT 2017","","","","118","100% (2/2)","0% (0/0)","0% (0/0)","Show me some new kid's movies.","Show me some stand up comedies.","Find some supernatural horror movies.","Show me some movies produced by the Wayans Bros."
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","32Q90QCQ1TY4ZM2O2RBJYG0INV9KET","A32QYNP9K73W2M","Approved","Thu Jun 22 14:35:31 PDT 2017","Thu Jun 22 14:41:45 PDT 2017","Sun Jun 25 14:41:45 PDT 2017","2017-06-25 21:42:00 UTC","","","374","100% (2/2)","100% (2/2)","100% (2/2)","What's a good Christmas movie to watch?","What is the best rated film from this year?","Can I see a movie that is rated PG-13?","What's a good family movie to watch?"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","32XVDSJFP0A7UUQBUJTYBSJXF10M2S","A3JJCZGKQ34X1L","Submitted","Fri Jun 23 20:58:56 PDT 2017","Fri Jun 23 21:00:32 PDT 2017","Mon Jun 26 21:00:32 PDT 2017","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","Show me movies with Kate McKinnon","Show me Oscar no","{}","{}"
"3E24UO25QZ3GPEWU4ZFC5PTT6N56OW","37HWZYGM8VAZR2AD2LX3B6BQW4ZY94","Querying for movies and TV shows","Give us ways in which you would search for movies and TV shows to watch","voice, command, chat, browse, tv, shows, movie, watch, video","$0.12","Thu Jun 22 14:04:37 PDT 2017","125","BatchId:2845806;OriginalHitTemplateId:;","3600","259200","Thu Jun 29 14:04:37 PDT 2017","","","333U7HK6IAS4WWI6OB0NRJIK8UEJD6","A3PQ4U97OR69A","Approved","Thu Jun 22 16:56:59 PDT 2017","Thu Jun 22 17:01:58 PDT 2017","Sun Jun 25 17:01:58 PDT 2017","2017-06-26 00:02:00 UTC","","","299","100% (2/2)","100% (2/2)","100% (2/2)","What are the top 10 thrillers of 2016?","What are the trending TV dramas right now?","Can you show me a list of movies starring Jennifer Lawrence?","Any movie suggestions inspired by true events?"
